Country,Year,Month,Sector,Value
WORLD,2019.0,8.0,Power,40.449
WORLD,2019.0,8.0,Residential,17.721
Brazil,2019.0,9.0,Domestic Aviation,0.033
Brazil,2019.0,9.0,Ground Transport,0.47
Brazil,2019.0,9.0,Industry,0.266
Brazil,2019.0,9.0,International Aviation,0.02
Brazil,2019.0,9.0,Power,0.12
Brazil,2019.0,9.0,Residential,0.098
China,2019.0,9.0,Domestic Aviation,0.164
China,2019.0,9.0,Ground Transport,2.533
China,2019.0,9.0,Industry,10.416
China,2019.0,9.0,International Aviation,0.081
China,2019.0,9.0,Power,14.821
China,2019.0,9.0,Residential,3.937
France,2019.0,9.0,Domestic Aviation,0.006
France,2019.0,9.0,Ground Transport,0.332
France,2019.0,9.0,Industry,0.147
France,2019.0,9.0,International Aviation,0.041
France,2019.0,9.0,Power,0.128
France,2019.0,9.0,Residential,0.379
Germany,2019.0,9.0,Domestic Aviation,0.006
Germany,2019.0,9.0,Ground Transport,0.434
Germany,2019.0,9.0,Industry,0.263
Germany,2019.0,9.0,International Aviation,0.066
Germany,2019.0,9.0,Power,0.725
Germany,2019.0,9.0,Residential,0.708
India,2019.0,9.0,Domestic Aviation,0.021
India,2019.0,9.0,Ground Transport,0.852
India,2019.0,9.0,Industry,2.139
India,2019.0,9.0,International Aviation,0.036
India,2019.0,9.0,Power,3.469
India,2019.0,9.0,Residential,1.66
Italy,2019.0,9.0,Domestic Aviation,0.005
Italy,2019.0,9.0,Ground Transport,0.261
Italy,2019.0,9.0,Industry,0.159
Italy,2019.0,9.0,International Aviation,0.031
Italy,2019.0,9.0,Power,0.371
Italy,2019.0,9.0,Residential,0.403
Japan,2019.0,9.0,Domestic Aviation,0.024
Japan,2019.0,9.0,Ground Transport,0.493
Japan,2019.0,9.0,Industry,0.746
Japan,2019.0,9.0,International Aviation,0.051
Japan,2019.0,9.0,Power,1.865
Japan,2019.0,9.0,Residential,0.673
ROW,2019.0,9.0,Domestic Aviation,0.18
ROW,2019.0,9.0,Ground Transport,6.192
ROW,2019.0,9.0,Industry,9.621
ROW,2019.0,9.0,International Aviation,0.736
ROW,2019.0,9.0,Power,10.152
ROW,2019.0,9.0,Residential,5.609
Russia,2019.0,9.0,Domestic Aviation,0.039
Russia,2019.0,9.0,Ground Transport,0.536
Russia,2019.0,9.0,Industry,0.629
Russia,2019.0,9.0,International Aviation,0.031
Russia,2019.0,9.0,Power,3.128
Russia,2019.0,9.0,Residential,0.953
Spain,2019.0,9.0,Domestic Aviation,0.014
Spain,2019.0,9.0,Ground Transport,0.254
Spain,2019.0,9.0,Industry,0.163
Spain,2019.0,9.0,International Aviation,0.05
Spain,2019.0,9.0,Power,0.166
Spain,2019.0,9.0,Residential,0.16
United Kingdom,2019.0,9.0,Domestic Aviation,0.006
United Kingdom,2019.0,9.0,Ground Transport,0.33
United Kingdom,2019.0,9.0,Industry,0.179
United Kingdom,2019.0,9.0,International Aviation,0.08
United Kingdom,2019.0,9.0,Power,0.369
United Kingdom,2019.0,9.0,Residential,0.379
United States,2019.0,9.0,Domestic Aviation,0.453
United States,2019.0,9.0,Ground Transport,4.289
United States,2019.0,9.0,Industry,2.848
United States,2019.0,9.0,International Aviation,0.197
United States,2019.0,9.0,Power,4.337
United States,2019.0,9.0,Residential,2.757
WORLD,2019.0,9.0,Domestic Aviation,0.955
WORLD,2019.0,9.0,Ground Transport,17.927
WORLD,2019.0,9.0,Industry,28.295
WORLD,2019.0,9.0,International Aviation,1.56
WORLD,2019.0,9.0,Power,41.326
WORLD,2019.0,9.0,Residential,18.74
Brazil,2019.0,10.0,Domestic Aviation,0.034
Brazil,2019.0,10.0,Ground Transport,0.474
Brazil,2019.0,10.0,Industry,0.269
Brazil,2019.0,10.0,International Aviation,0.021
Brazil,2019.0,10.0,Power,0.121
Brazil,2019.0,10.0,Residential,0.098
China,2019.0,10.0,Domestic Aviation,0.171
China,2019.0,10.0,Ground Transport,2.534
China,2019.0,10.0,Industry,10.62
China,2019.0,10.0,International Aviation,0.088
China,2019.0,10.0,Power,15.112
China,2019.0,10.0,Residential,3.79
France,2019.0,10.0,Domestic Aviation,0.006
France,2019.0,10.0,Ground Transport,0.333
France,2019.0,10.0,Industry,0.18
France,2019.0,10.0,International Aviation,0.047
France,2019.0,10.0,Power,0.157
France,2019.0,10.0,Residential,0.417
Germany,2019.0,10.0,Domestic Aviation,0.004
Germany,2019.0,10.0,Ground Transport,0.431
Germany,2019.0,10.0,Industry,0.403
Germany,2019.0,10.0,International Aviation,0.071
Germany,2019.0,10.0,Power,1.111
Germany,2019.0,10.0,Residential,0.771
India,2019.0,10.0,Domestic Aviation,0.021
India,2019.0,10.0,Ground Transport,0.852
India,2019.0,10.0,Industry,2.142
India,2019.0,10.0,International Aviation,0.037
India,2019.0,10.0,Power,3.474
India,2019.0,10.0,Residential,1.663
Italy,2019.0,10.0,Domestic Aviation,0.005
Italy,2019.0,10.0,Ground Transport,0.26
Italy,2019.0,10.0,Industry,0.16
Italy,2019.0,10.0,International Aviation,0.032
Italy,2019.0,10.0,Power,0.373
Italy,2019.0,10.0,Residential,0.43
Japan,2019.0,10.0,Domestic Aviation,0.026
Japan,2019.0,10.0,Ground Transport,0.496
Japan,2019.0,10.0,Industry,0.781
Japan,2019.0,10.0,International Aviation,0.052
Japan,2019.0,10.0,Power,1.953
Japan,2019.0,10.0,Residential,0.615
ROW,2019.0,10.0,Domestic Aviation,0.194
ROW,2019.0,10.0,Ground Transport,6.35
ROW,2019.0,10.0,Industry,9.594
ROW,2019.0,10.0,International Aviation,0.796
ROW,2019.0,10.0,Power,10.106
ROW,2019.0,10.0,Residential,5.761
Russia,2019.0,10.0,Domestic Aviation,0.04
Russia,2019.0,10.0,Ground Transport,0.536
Russia,2019.0,10.0,Industry,0.64
Russia,2019.0,10.0,International Aviation,0.036
Russia,2019.0,10.0,Power,3.186
Russia,2019.0,10.0,Residential,0.96
Spain,2019.0,10.0,Domestic Aviation,0.014
Spain,2019.0,10.0,Ground Transport,0.256
Spain,2019.0,10.0,Industry,0.173
Spain,2019.0,10.0,International Aviation,0.052
Spain,2019.0,10.0,Power,0.176
Spain,2019.0,10.0,Residential,0.177
United Kingdom,2019.0,10.0,Domestic Aviation,0.007
United Kingdom,2019.0,10.0,Ground Transport,0.331
United Kingdom,2019.0,10.0,Industry,0.204
United Kingdom,2019.0,10.0,International Aviation,0.088
United Kingdom,2019.0,10.0,Power,0.42
United Kingdom,2019.0,10.0,Residential,0.359
United States,2019.0,10.0,Domestic Aviation,0.516
United States,2019.0,10.0,Ground Transport,4.414
United States,2019.0,10.0,Industry,2.969
United States,2019.0,10.0,International Aviation,0.221
United States,2019.0,10.0,Power,4.829
United States,2019.0,10.0,Residential,3.339
WORLD,2019.0,10.0,Domestic Aviation,1.044
WORLD,2019.0,10.0,Ground Transport,18.225
WORLD,2019.0,10.0,Industry,28.91
WORLD,2019.0,10.0,International Aviation,1.688
WORLD,2019.0,10.0,Power,42.77
WORLD,2019.0,10.0,Residential,19.458
Brazil,2019.0,11.0,Domestic Aviation,0.028
Brazil,2019.0,11.0,Ground Transport,0.494
Brazil,2019.0,11.0,Industry,0.264
Brazil,2019.0,11.0,International Aviation,0.019
Brazil,2019.0,11.0,Power,0.118
Brazil,2019.0,11.0,Residential,0.098
China,2019.0,11.0,Domestic Aviation,0.134
China,2019.0,11.0,Ground Transport,2.566
China,2019.0,11.0,Industry,10.808
China,2019.0,11.0,International Aviation,0.076
China,2019.0,11.0,Power,15.379
China,2019.0,11.0,Residential,3.701
France,2019.0,11.0,Domestic Aviation,0.006
France,2019.0,11.0,Ground Transport,0.338
France,2019.0,11.0,Industry,0.194
France,2019.0,11.0,International Aviation,0.047
France,2019.0,11.0,Power,0.169
France,2019.0,11.0,Residential,0.396
Germany,2019.0,11.0,Domestic Aviation,0.006
Germany,2019.0,11.0,Ground Transport,0.427
Germany,2019.0,11.0,Industry,0.364
Germany,2019.0,11.0,International Aviation,0.067
Germany,2019.0,11.0,Power,1.002
Germany,2019.0,11.0,Residential,0.721
India,2019.0,11.0,Domestic Aviation,0.018
India,2019.0,11.0,Ground Transport,0.824
India,2019.0,11.0,Industry,2.175
India,2019.0,11.0,International Aviation,0.034
India,2019.0,11.0,Power,3.528
India,2019.0,11.0,Residential,1.457
Italy,2019.0,11.0,Domestic Aviation,0.004
Italy,2019.0,11.0,Ground Transport,0.265
Italy,2019.0,11.0,Industry,0.172
Italy,2019.0,11.0,International Aviation,0.03
Italy,2019.0,11.0,Power,0.401
Italy,2019.0,11.0,Residential,0.462
Japan,2019.0,11.0,Domestic Aviation,0.018
Japan,2019.0,11.0,Ground Transport,0.5
Japan,2019.0,11.0,Industry,0.749
Japan,2019.0,11.0,International Aviation,0.049
Japan,2019.0,11.0,Power,1.874
Japan,2019.0,11.0,Residential,0.576
ROW,2019.0,11.0,Domestic Aviation,0.152
ROW,2019.0,11.0,Ground Transport,5.854
ROW,2019.0,11.0,Industry,9.517
ROW,2019.0,11.0,International Aviation,0.687
ROW,2019.0,11.0,Power,10.054
ROW,2019.0,11.0,Residential,5.719
Russia,2019.0,11.0,Domestic Aviation,0.035
Russia,2019.0,11.0,Ground Transport,0.484
Russia,2019.0,11.0,Industry,0.647
Russia,2019.0,11.0,International Aviation,0.029
Russia,2019.0,11.0,Power,3.22
Russia,2019.0,11.0,Residential,0.948
Spain,2019.0,11.0,Domestic Aviation,0.015
Spain,2019.0,11.0,Ground Transport,0.261
Spain,2019.0,11.0,Industry,0.182
Spain,2019.0,11.0,International Aviation,0.05
Spain,2019.0,11.0,Power,0.186
Spain,2019.0,11.0,Residential,0.195
United Kingdom,2019.0,11.0,Domestic Aviation,0.007
United Kingdom,2019.0,11.0,Ground Transport,0.329
United Kingdom,2019.0,11.0,Industry,0.173
United Kingdom,2019.0,11.0,International Aviation,0.082
United Kingdom,2019.0,11.0,Power,0.356
United Kingdom,2019.0,11.0,Residential,0.309
United States,2019.0,11.0,Domestic Aviation,0.395
United States,2019.0,11.0,Ground Transport,4.579
United States,2019.0,11.0,Industry,2.94
United States,2019.0,11.0,International Aviation,0.206
United States,2019.0,11.0,Power,4.96
United States,2019.0,11.0,Residential,3.41
WORLD,2019.0,11.0,Domestic Aviation,0.824
WORLD,2019.0,11.0,Ground Transport,17.878
WORLD,2019.0,11.0,Industry,28.897
WORLD,2019.0,11.0,International Aviation,1.519
WORLD,2019.0,11.0,Power,42.917
WORLD,2019.0,11.0,Residential,19.046
Brazil,2019.0,12.0,Domestic Aviation,0.032
Brazil,2019.0,12.0,Ground Transport,0.428
Brazil,2019.0,12.0,Industry,0.271
Brazil,2019.0,12.0,International Aviation,0.022
Brazil,2019.0,12.0,Power,0.121
Brazil,2019.0,12.0,Residential,0.098
China,2019.0,12.0,Domestic Aviation,0.162
China,2019.0,12.0,Ground Transport,2.492
China,2019.0,12.0,Industry,10.485
China,2019.0,12.0,International Aviation,0.086
China,2019.0,12.0,Power,14.92
China,2019.0,12.0,Residential,3.681
France,2019.0,12.0,Domestic Aviation,0.003
France,2019.0,12.0,Ground Transport,0.286
France,2019.0,12.0,Industry,0.157
France,2019.0,12.0,International Aviation,0.05
France,2019.0,12.0,Power,0.137
France,2019.0,12.0,Residential,0.343
Germany,2019.0,12.0,Domestic Aviation,0.003
Germany,2019.0,12.0,Ground Transport,0.353
Germany,2019.0,12.0,Industry,0.223
Germany,2019.0,12.0,International Aviation,0.071
Germany,2019.0,12.0,Power,0.615
Germany,2019.0,12.0,Residential,0.619
India,2019.0,12.0,Domestic Aviation,0.021
India,2019.0,12.0,Ground Transport,0.801
India,2019.0,12.0,Industry,2.163
India,2019.0,12.0,International Aviation,0.037
India,2019.0,12.0,Power,3.507
India,2019.0,12.0,Residential,1.343
Italy,2019.0,12.0,Domestic Aviation,0.004
Italy,2019.0,12.0,Ground Transport,0.22
Italy,2019.0,12.0,Industry,0.125
Italy,2019.0,12.0,International Aviation,0.032
Italy,2019.0,12.0,Power,0.291
Italy,2019.0,12.0,Residential,0.445
Japan,2019.0,12.0,Domestic Aviation,0.025
Japan,2019.0,12.0,Ground Transport,0.483
Japan,2019.0,12.0,Industry,0.706
Japan,2019.0,12.0,International Aviation,0.052
Japan,2019.0,12.0,Power,1.766
Japan,2019.0,12.0,Residential,0.598
ROW,2019.0,12.0,Domestic Aviation,0.161
ROW,2019.0,12.0,Ground Transport,5.392
ROW,2019.0,12.0,Industry,9.145
ROW,2019.0,12.0,International Aviation,0.776
ROW,2019.0,12.0,Power,9.769
ROW,2019.0,12.0,Residential,5.544
Russia,2019.0,12.0,Domestic Aviation,0.036
Russia,2019.0,12.0,Ground Transport,0.59
Russia,2019.0,12.0,Industry,0.637
Russia,2019.0,12.0,International Aviation,0.036
Russia,2019.0,12.0,Power,3.172
Russia,2019.0,12.0,Residential,0.911
Spain,2019.0,12.0,Domestic Aviation,0.012
Spain,2019.0,12.0,Ground Transport,0.148
Spain,2019.0,12.0,Industry,0.154
Spain,2019.0,12.0,International Aviation,0.063
Spain,2019.0,12.0,Power,0.157
Spain,2019.0,12.0,Residential,0.182
United Kingdom,2019.0,12.0,Domestic Aviation,0.003
United Kingdom,2019.0,12.0,Ground Transport,0.284
United Kingdom,2019.0,12.0,Industry,0.072
United Kingdom,2019.0,12.0,International Aviation,0.084
United Kingdom,2019.0,12.0,Power,0.149
United Kingdom,2019.0,12.0,Residential,0.276
United States,2019.0,12.0,Domestic Aviation,0.405
United States,2019.0,12.0,Ground Transport,4.372
United States,2019.0,12.0,Industry,2.829
United States,2019.0,12.0,International Aviation,0.219
United States,2019.0,12.0,Power,4.581
United States,2019.0,12.0,Residential,3.313
WORLD,2019.0,12.0,Domestic Aviation,0.87
WORLD,2019.0,12.0,Ground Transport,16.58
WORLD,2019.0,12.0,Industry,27.556
WORLD,2019.0,12.0,International Aviation,1.669
WORLD,2019.0,12.0,Power,40.617
WORLD,2019.0,12.0,Residential,18.293
Brazil,2019.0,1.0,Domestic Aviation,0.032
Brazil,2019.0,1.0,Ground Transport,0.499
Brazil,2019.0,1.0,Industry,0.328
Brazil,2019.0,1.0,International Aviation,0.021
Brazil,2019.0,1.0,Power,0.214
Brazil,2019.0,1.0,Residential,0.109
China,2019.0,1.0,Domestic Aviation,0.183
China,2019.0,1.0,Ground Transport,2.589
China,2019.0,1.0,Industry,6.911
China,2019.0,1.0,International Aviation,0.089
China,2019.0,1.0,Power,10.689
China,2019.0,1.0,Residential,3.733
France,2019.0,1.0,Domestic Aviation,0.006
France,2019.0,1.0,Ground Transport,0.346
France,2019.0,1.0,Industry,0.226
France,2019.0,1.0,International Aviation,0.047
France,2019.0,1.0,Power,0.154
France,2019.0,1.0,Residential,0.363
Germany,2019.0,1.0,Domestic Aviation,0.007
Germany,2019.0,1.0,Ground Transport,0.43
Germany,2019.0,1.0,Industry,0.454
Germany,2019.0,1.0,International Aviation,0.074
Germany,2019.0,1.0,Power,1.068
Germany,2019.0,1.0,Residential,0.758
India,2019.0,1.0,Domestic Aviation,0.021
India,2019.0,1.0,Ground Transport,0.86
India,2019.0,1.0,Industry,2.159
India,2019.0,1.0,International Aviation,0.037
India,2019.0,1.0,Power,3.315
India,2019.0,1.0,Residential,1.043
Italy,2019.0,1.0,Domestic Aviation,0.005
Italy,2019.0,1.0,Ground Transport,0.267
Italy,2019.0,1.0,Industry,0.199
Italy,2019.0,1.0,International Aviation,0.032
Italy,2019.0,1.0,Power,0.326
Italy,2019.0,1.0,Residential,0.35
Japan,2019.0,1.0,Domestic Aviation,0.024
Japan,2019.0,1.0,Ground Transport,0.501
Japan,2019.0,1.0,Industry,0.883
Japan,2019.0,1.0,International Aviation,0.053
Japan,2019.0,1.0,Power,1.866
Japan,2019.0,1.0,Residential,0.691
ROW,2019.0,1.0,Domestic Aviation,0.187
ROW,2019.0,1.0,Ground Transport,6.26
ROW,2019.0,1.0,Industry,9.874
ROW,2019.0,1.0,International Aviation,0.763
ROW,2019.0,1.0,Power,10.569
ROW,2019.0,1.0,Residential,4.722
Russia,2019.0,1.0,Domestic Aviation,0.037
Russia,2019.0,1.0,Ground Transport,0.679
Russia,2019.0,1.0,Industry,0.753
Russia,2019.0,1.0,International Aviation,0.029
Russia,2019.0,1.0,Power,3.143
Russia,2019.0,1.0,Residential,0.942
Spain,2019.0,1.0,Domestic Aviation,0.015
Spain,2019.0,1.0,Ground Transport,0.268
Spain,2019.0,1.0,Industry,0.129
Spain,2019.0,1.0,International Aviation,0.052
Spain,2019.0,1.0,Power,0.108
Spain,2019.0,1.0,Residential,0.144
United Kingdom,2019.0,1.0,Domestic Aviation,0.007
United Kingdom,2019.0,1.0,Ground Transport,0.332
United Kingdom,2019.0,1.0,Industry,0.271
United Kingdom,2019.0,1.0,International Aviation,0.086
United Kingdom,2019.0,1.0,Power,0.371
United Kingdom,2019.0,1.0,Residential,0.427
United States,2019.0,1.0,Domestic Aviation,0.49
United States,2019.0,1.0,Ground Transport,4.389
United States,2019.0,1.0,Industry,2.864
United States,2019.0,1.0,International Aviation,0.218
United States,2019.0,1.0,Power,5.264
United States,2019.0,1.0,Residential,3.954
WORLD,2019.0,1.0,Domestic Aviation,1.021
WORLD,2019.0,1.0,Ground Transport,18.382
WORLD,2019.0,1.0,Industry,25.937
WORLD,2019.0,1.0,International Aviation,1.649
WORLD,2019.0,1.0,Power,38.637
WORLD,2019.0,1.0,Residential,18.25
Brazil,2019.0,2.0,Domestic Aviation,0.029
Brazil,2019.0,2.0,Ground Transport,0.461
Brazil,2019.0,2.0,Industry,0.315
Brazil,2019.0,2.0,International Aviation,0.022
Brazil,2019.0,2.0,Power,0.205
Brazil,2019.0,2.0,Residential,0.109
China,2019.0,2.0,Domestic Aviation,0.183
China,2019.0,2.0,Ground Transport,2.513
China,2019.0,2.0,Industry,6.858
China,2019.0,2.0,International Aviation,0.092
China,2019.0,2.0,Power,10.607
China,2019.0,2.0,Residential,3.266
France,2019.0,2.0,Domestic Aviation,0.004
France,2019.0,2.0,Ground Transport,0.303
France,2019.0,2.0,Industry,0.187
France,2019.0,2.0,International Aviation,0.046
France,2019.0,2.0,Power,0.127
France,2019.0,2.0,Residential,0.392
Germany,2019.0,2.0,Domestic Aviation,0.004
Germany,2019.0,2.0,Ground Transport,0.376
Germany,2019.0,2.0,Industry,0.428
Germany,2019.0,2.0,International Aviation,0.071
Germany,2019.0,2.0,Power,1.007
Germany,2019.0,2.0,Residential,0.736
India,2019.0,2.0,Domestic Aviation,0.02
India,2019.0,2.0,Ground Transport,0.855
India,2019.0,2.0,Industry,2.152
India,2019.0,2.0,International Aviation,0.036
India,2019.0,2.0,Power,3.305
India,2019.0,2.0,Residential,1.109
Italy,2019.0,2.0,Domestic Aviation,0.004
Italy,2019.0,2.0,Ground Transport,0.232
Italy,2019.0,2.0,Industry,0.135
Italy,2019.0,2.0,International Aviation,0.032
Italy,2019.0,2.0,Power,0.222
Italy,2019.0,2.0,Residential,0.328
Japan,2019.0,2.0,Domestic Aviation,0.024
Japan,2019.0,2.0,Ground Transport,0.484
Japan,2019.0,2.0,Industry,0.77
Japan,2019.0,2.0,International Aviation,0.053
Japan,2019.0,2.0,Power,1.627
Japan,2019.0,2.0,Residential,0.591
ROW,2019.0,2.0,Domestic Aviation,0.166
ROW,2019.0,2.0,Ground Transport,5.787
ROW,2019.0,2.0,Industry,9.491
ROW,2019.0,2.0,International Aviation,0.78
ROW,2019.0,2.0,Power,10.228
ROW,2019.0,2.0,Residential,4.646
Russia,2019.0,2.0,Domestic Aviation,0.034
Russia,2019.0,2.0,Ground Transport,0.607
Russia,2019.0,2.0,Industry,0.752
Russia,2019.0,2.0,International Aviation,0.031
Russia,2019.0,2.0,Power,3.141
Russia,2019.0,2.0,Residential,0.953
Spain,2019.0,2.0,Domestic Aviation,0.012
Spain,2019.0,2.0,Ground Transport,0.166
Spain,2019.0,2.0,Industry,0.111
Spain,2019.0,2.0,International Aviation,0.062
Spain,2019.0,2.0,Power,0.094
Spain,2019.0,2.0,Residential,0.173
United Kingdom,2019.0,2.0,Domestic Aviation,0.003
United Kingdom,2019.0,2.0,Ground Transport,0.303
United Kingdom,2019.0,2.0,Industry,0.207
United Kingdom,2019.0,2.0,International Aviation,0.086
United Kingdom,2019.0,2.0,Power,0.283
United Kingdom,2019.0,2.0,Residential,0.424
United States,2019.0,2.0,Domestic Aviation,0.425
United States,2019.0,2.0,Ground Transport,4.214
United States,2019.0,2.0,Industry,2.609
United States,2019.0,2.0,International Aviation,0.223
United States,2019.0,2.0,Power,4.062
United States,2019.0,2.0,Residential,3.278
WORLD,2019.0,2.0,Domestic Aviation,0.914
WORLD,2019.0,2.0,Ground Transport,17.068
WORLD,2019.0,2.0,Industry,24.823
WORLD,2019.0,2.0,International Aviation,1.673
WORLD,2019.0,2.0,Power,36.272
WORLD,2019.0,2.0,Residential,16.885
Brazil,2019.0,3.0,Domestic Aviation,0.027
Brazil,2019.0,3.0,Ground Transport,0.378
Brazil,2019.0,3.0,Industry,0.325
Brazil,2019.0,3.0,International Aviation,0.02
Brazil,2019.0,3.0,Power,0.212
Brazil,2019.0,3.0,Residential,0.109
China,2019.0,3.0,Domestic Aviation,0.182
China,2019.0,3.0,Ground Transport,2.463
China,2019.0,3.0,Industry,6.65
China,2019.0,3.0,International Aviation,0.087
China,2019.0,3.0,Power,10.285
China,2019.0,3.0,Residential,3.49
France,2019.0,3.0,Domestic Aviation,0.005
France,2019.0,3.0,Ground Transport,0.234
France,2019.0,3.0,Industry,0.153
France,2019.0,3.0,International Aviation,0.05
France,2019.0,3.0,Power,0.104
France,2019.0,3.0,Residential,0.414
Germany,2019.0,3.0,Domestic Aviation,0.003
Germany,2019.0,3.0,Ground Transport,0.289
Germany,2019.0,3.0,Industry,0.376
Germany,2019.0,3.0,International Aviation,0.067
Germany,2019.0,3.0,Power,0.884
Germany,2019.0,3.0,Residential,0.75
India,2019.0,3.0,Domestic Aviation,0.02
India,2019.0,3.0,Ground Transport,0.81
India,2019.0,3.0,Industry,2.087
India,2019.0,3.0,International Aviation,0.036
India,2019.0,3.0,Power,3.204
India,2019.0,3.0,Residential,1.158
Italy,2019.0,3.0,Domestic Aviation,0.004
Italy,2019.0,3.0,Ground Transport,0.174
Italy,2019.0,3.0,Industry,0.117
Italy,2019.0,3.0,International Aviation,0.033
Italy,2019.0,3.0,Power,0.192
Italy,2019.0,3.0,Residential,0.358
Japan,2019.0,3.0,Domestic Aviation,0.025
Japan,2019.0,3.0,Ground Transport,0.458
Japan,2019.0,3.0,Industry,0.713
Japan,2019.0,3.0,International Aviation,0.052
Japan,2019.0,3.0,Power,1.506
Japan,2019.0,3.0,Residential,0.452
ROW,2019.0,3.0,Domestic Aviation,0.171
ROW,2019.0,3.0,Ground Transport,5.498
ROW,2019.0,3.0,Industry,9.186
ROW,2019.0,3.0,International Aviation,0.783
ROW,2019.0,3.0,Power,9.798
ROW,2019.0,3.0,Residential,4.75
Russia,2019.0,3.0,Domestic Aviation,0.035
Russia,2019.0,3.0,Ground Transport,0.533
Russia,2019.0,3.0,Industry,0.727
Russia,2019.0,3.0,International Aviation,0.03
Russia,2019.0,3.0,Power,3.034
Russia,2019.0,3.0,Residential,0.94
Spain,2019.0,3.0,Domestic Aviation,0.014
Spain,2019.0,3.0,Ground Transport,0.108
Spain,2019.0,3.0,Industry,0.129
Spain,2019.0,3.0,International Aviation,0.06
Spain,2019.0,3.0,Power,0.109
Spain,2019.0,3.0,Residential,0.185
United Kingdom,2019.0,3.0,Domestic Aviation,0.005
United Kingdom,2019.0,3.0,Ground Transport,0.261
United Kingdom,2019.0,3.0,Industry,0.184
United Kingdom,2019.0,3.0,International Aviation,0.086
United Kingdom,2019.0,3.0,Power,0.252
United Kingdom,2019.0,3.0,Residential,0.414
